TidyBTName,canonicalName,rank,kingdom,common_name,AphiaID,Aphia_scientificname,TRY_AccSpeciesName,TR_BodyLength_mm,TR_QualitativeBodySize,TR_Mean_LengthMax,TR_adult_body_mass_g,TR_Mean_SeedMass,TR_Max_Height,Fish_Refs_Length,TRY_datasetIDs_SeedMass,TRY_datasetIDs_Height
Sphaeralcea wrightii,Sphaeralcea wrightii,SPECIES,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ephedra torreyana,Ephedra torreyana,SPECIES,Plantae,NA,NA,NA,Ephedra torreyana,NA,NA,NA,NA,NA,0.3048,NA,NA,92
Menodora scabra,Menodora scabra,SPECIES,Plantae,NA,NA,NA,Menodora scabra,NA,NA,NA,NA,0.6254008837597146,0.8,NA,21 92 119 28,68 92 28
Rafinesquia neomexicana,Rafinesquia neomexicana,SPECIES,Plantae,NA,NA,NA,Rafinesquia neomexicana,NA,NA,NA,NA,0.48287358360875376,NA,NA,119,NA
Acourtia nana,Acourtia nana,SPECIES,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asclepias brachystephana,Asclepias brachystephana,SPECIES,Plantae,NA,NA,NA,Asclepias brachystephana,NA,NA,NA,NA,0.7403626894942439,NA,NA,119,NA
Bahia absentifolia,Bahia absinthifolia,SPECIES,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chamaesaracha conoides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chamaesyce albomarginata,Chamaesyce albomarginata,SPECIES,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cymopteris acaulis,Cymopterus acaulis,SPECIES,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dasyochloa pulchellum,Dasyochloa pulchella,SPECIES,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delphinium wootonii,Delphinium wootonii,SPECIES,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evolvulus nuttalianus,Evolvulus nuttallianus,SPECIES,Plantae,NA,NA,NA,Evolvulus nuttallianus,NA,NA,NA,NA,0.7051418269142499,0.101,NA,21 119 415,415
Gallardia pulchella,Gaillardia pulchella,SPECIES,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Houstonia rubra,Houstonia rubra,SPECIES,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monroa squarrosa,Monroa squarrosa,SPECIES,Plantae,NA,NA,NA,Monroa squarrosa,NA,NA,NA,NA,-0.348721986001856,0.07,NA,193,193
Rumex sp,Rumex,GENUS,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Senna bauhinoides,Senna bauhinoides,SPECIES,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphaeralcea coccinae,Sphaeralcea coccinea,SPECIES,Plantae,NA,NA,NA,Sphaeralcea coccinea,NA,NA,NA,NA,0.3563556426303956,0.8,NA,21 92 119,92 251
Machaeranthera tanacetifolia,Machaeranthera tanacetifolia,SPECIES,Plantae,NA,NA,NA,Machaeranthera tanacetifolia,NA,NA,NA,NA,-0.020230751799521298,0.6096,NA,21 92 119 28,92 28
Ammocodon chenopoides,Ammocodon,GENUS,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Berlandiera lyrata,Berlandiera lyrata,SPECIES,Plantae,NA,NA,NA,Berlandiera lyrata,NA,NA,NA,NA,0.25806092227080096,1.2192,NA,92,92
Lotus plebius,Lotus plebius,SPECIES,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammillaria sp,Mammillaria,GENUS,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amaranthus albus,Amaranthus albus,SPECIES,Plantae,NA,NA,NA,Amaranthus albus,NA,NA,NA,NA,-0.4920533020425459,0.6,NA,21 25 4 28,25 164 175 178
Asclepias asperula,Asclepias asperula,SPECIES,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gaura suffulta,Gaura suffulta,SPECIES,Plantae,NA,NA,NA,Gaura suffulta,NA,NA,NA,NA,1.3710678622717363,NA,NA,21 119,NA
Linum lewesii,Linum lewisii,SPECIES,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhus micophylla,Rhus microphylla,SPECIES,Plantae,NA,NA,NA,Rhus microphylla,NA,NA,NA,NA,1.467819185017856,3.048,NA,21 92 119,92
Panicum hallii,Panicum hallii,SPECIES,Plantae,NA,NA,NA,Panicum hallii,NA,NA,NA,NA,0.06069784035361165,NA,NA,119,NA
Chamaesyce strictospora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cryptantha crassisepila,Cryptantha crassisepala,SPECIES,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leuciva dealbata,Leuciva dealbata,SPECIES,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sporobolus sp,Sporobolus,GENUS,Plantae,NA,NA,NA,Sporobolus,NA,NA,NA,NA,-1.4685210829577449,NA,NA,28,NA
Oenothera albicaulis,Oenothera albicaulis,SPECIES,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sophora nuttalliana,Sophora nuttalliana,SPECIES,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amaranthus sp,Amaranthus,GENUS,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phacelia sp,Phacelia,GENUS,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amaranthus blitoides,Amaranthus blitoides,SPECIES,Plantae,NA,NA,NA,Amaranthus blitoides,NA,NA,NA,NA,-0.05688707228325192,1,NA,21 25 4 119 28,25 28
Kallstroemia hirsutissima,Kallstroemia hirsutissima,SPECIES,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Proboscidea parviflora,Proboscidea parviflora,SPECIES,Plantae,NA,NA,NA,Proboscidea parviflora,NA,NA,NA,NA,0.9637878273455552,NA,NA,21 119,NA
Aristida sp,Aristida,GENUS,Plantae,NA,NA,NA,Aristida,NA,NA,NA,NA,NA,0.5,NA,NA,63
Plantago sp,Plantago,GENUS,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vulpia sp,Vulpia,GENUS,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brassica sp,Brassica,GENUS,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chamaesyce geyeri,Chamaesyce geyeri,SPECIES,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lappula sp,Lappula,GENUS,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lupinus pusillus,Lupinus pusillus,SPECIES,Plantae,NA,NA,NA,Lupinus pusillus,NA,NA,NA,NA,1.175090280205541,NA,NA,21 119,NA
Polygonum buxiforme,Polygonum buxiforme,SPECIES,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chenopodium sp,Chenopodium,GENUS,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monolepis sp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Atriplex sp,Atriplex,GENUS,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Borago officinalis,Borago officinalis,SPECIES,Plantae,NA,NA,NA,Borago officinalis,NA,NA,NA,NA,1.2114922784642086,0.8,NA,21 25 119,25 164 175 251
Collinsia sp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Draba nemorosa,Draba nemorosa,SPECIES,Plantae,NA,NA,NA,Draba nemorosa,NA,NA,NA,NA,-1.4934706526039931,0.3,NA,21 119,164 251
Draba sp,Draba,GENUS,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lepidium sp,Lepidium,GENUS,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malva sp,Malva,GENUS,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Munroa sp,Munroa,GENUS,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polemonium sp,Polemonium,GENUS,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polygonum douglasii,Polygonum douglasii,SPECIES,Plantae,NA,NA,NA,Polygonum douglasii,NA,NA,NA,NA,0.12740982156139702,0.25,NA,21 119 193,193
Ranunculus sp,Ranunculus,GENUS,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trifolium sp,Trifolium,GENUS,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microsteris gracilis,Microsteris gracilis,SPECIES,Plantae,NA,NA,NA,Microsteris gracilis,NA,NA,NA,NA,0.017486166587357414,NA,NA,21 119 28,NA
Microsteris sp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anagallis minima,Anagallis minima,SPECIES,Plantae,NA,NA,NA,Anagallis minima,NA,NA,NA,NA,-1.4530177853620505,0.1,NA,21 25 4 119 174,25 164 178 174
Atriplex argentea,Atriplex argentea,SPECIES,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Collomia linearis,Collomia linearis,SPECIES,Plantae,NA,NA,NA,Collomia linearis,NA,NA,NA,NA,0.050109642370418615,0.35,NA,21 119,164 251
Collomia sp,Collomia,GENUS,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ellisia nyctelea,Ellisia nyctelea,SPECIES,Plantae,NA,NA,NA,Ellisia nyctelea,NA,NA,NA,NA,0.7888751157754168,NA,NA,119,NA
Evax prolifera,Evax prolifera,SPECIES,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Helianthus sp,Helianthus,GENUS,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leptosiphon harknessii,Leptosiphon harknessii,SPECIES,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lomatium orientale,Lomatium orientale,SPECIES,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lygodesmia sp,Lygodesmia,GENUS,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monolepis nuttalliana,Monolepis nuttalliana,SPECIES,Plantae,NA,NA,NA,Monolepis nuttalliana,NA,NA,NA,NA,-0.481689986897445,0.24384,NA,21 92 119,92
Myosurus apetalus,Myosurus apetalus,SPECIES,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myosurus sp,Myosurus,GENUS,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pediomelum sp,Pediomelum,GENUS,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Androsace sp,Androsace,GENUS,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Atriplex powellii,Atriplex powellii,SPECIES,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Convolvulus sp,Convolvulus,GENUS,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cryptantha sp,Cryptantha,GENUS,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Descurainia incana,Descurainia incana,SPECIES,Plantae,NA,NA,NA,Descurainia incana,NA,NA,NA,NA,-0.9665762445130504,NA,NA,21 119,NA
Hedeoma sp,Hedeoma,GENUS,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lactuca sp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantago elongata,Plantago elongata,SPECIES,Plantae,NA,NA,NA,Plantago elongata,NA,NA,NA,NA,-0.8080979252961813,NA,NA,21 119,NA
Camelina microcarpa,Camelina microcarpa,SPECIES,Plantae,NA,NA,NA,Camelina microcarpa,NA,NA,NA,NA,-0.51698122958845,0.4,NA,21 4 119,25 251
Cleome serrulata,Cleome serrulata,SPECIES,Plantae,NA,NA,NA,Cleome serrulata,NA,NA,NA,NA,0.74643973404209,0.9144,NA,21 92 119 28,92 28
Cryptantha minima,Cryptantha minima,SPECIES,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oenothera sp,Oenothera,GENUS,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mentha sp,Mentha,GENUS,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Campanula rotundifolia,Campanula rotundifolia,SPECIES,Plantae,NA,NA,NA,Campanula rotundifolia,NA,NA,NA,NA,-1.2291444907966036,0.6,NA,21 86 25 4 119 28 174,86 25 28 164 175 178 174 251
Collinsia parviflora,Collinsia parviflora,SPECIES,Plantae,NA,NA,NA,Collinsia parviflora,NA,NA,NA,NA,0.14595456473377666,0.3048,NA,21 92 119 28,92 28
Selenia aurea,Selenia aurea,SPECIES,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parus ater,Parus ater,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parus cristatus,Parus cristatus,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montacilla alba,Motacilla alba,SPECIES,Animalia,White Wagtail,NA,NA,NA,NA,NA,NA,24.1,NA,NA,NA,NA,NA
Adicella reducta,Adicella reducta,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agapetus fuscipes,Agapetus fuscipes,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amphinemura standfussi,Amphinemura standfussi,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anabolia nervosa,Anabolia nervosa,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apatania fimbriata,Apatania fimbriata,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baetis rhodani,Baetis rhodani,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baetis vernus,Baetis vernus,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chaetopteryx villosa,Chaetopteryx villosa,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drusus annulatus,Drusus annulatus,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ephemerella ignita,Ephemerella ignita,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halesus digitatus,Halesus digitatus,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hydropsyche siltalai,Hydropsyche siltalai,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hydropsyche spec.,Hydropsyche,GENUS,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isoperla goertzi,Isoperla goertzi,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leuctra digitata,Leuctra digitata,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leuctra fusca,Leuctra fusca,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leuctra nigra,Leuctra nigra,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leuctra prima,Leuctra prima,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Limnephilus centralis,Limnephilus centralis,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Limnephilus lunatus,Limnephilus lunatus,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Limnephilus sparsus,Limnephilus sparsus,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Micrasema longulum,Micrasema longulum,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nemoura cambrica,Nemoura cambrica,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nemoura cinerea,Nemoura cinerea,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nemoura marginata,Nemoura marginata,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nemoura spec.,Nemoura,GENUS,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nemurella pictetii,Nemurella pictetii,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Perlodes microcephalus,Perlodes microcephalus,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plectrocnemia conspersa,Plectrocnemia conspersa,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Potamophylax cingulatus,Potamophylax cingulatus,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Protonemura auberti,Protonemura auberti,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Protonemura intricata,Protonemura intricata,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Protonemura meyeri,Protonemura meyeri,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Protonemura nitida,Protonemura nitida,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ptilocolepus granulatus,Ptilocolepus granulatus,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhyacophila fasciata,Rhyacophila fasciata,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sericostoma personatum,Sericostoma personatum,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Silo pallipes,Silo pallipes,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Siphonoperla torrentium,Siphonoperla torrentium,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tinodes rostocki,Tinodes rostocki,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wormaldia occipitalis,Wormaldia occipitalis,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ephemerella mucronata,Ephemerella mucronata,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Potamophylax luctuosus,Potamophylax luctuosus,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Centroptilum luteolum,Centroptilum luteolum,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Habrophlebia lauta,Habrophlebia lauta,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paraleptophlebia submarginata,Paraleptophlebia submarginata,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Habrophlebia fusca,Habrophlebia fusca,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halesus tesselatus,Halesus tesselatus,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hydropsyche saxonica,Hydropsyche saxonica,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Limnephilus extricatus,Limnephilus extricatus,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Limnephilus rhombicus,Limnephilus rhombicus,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Micropterna sequax,Micropterna sequax,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nemoura flexuosa,Nemoura flexuosa,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Micropterna lateralis,Micropterna lateralis,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Potamophylax nigricornis,Potamophylax nigricornis,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hydropsyche pellucidula,Hydropsyche pellucidula,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hydropsyche angustipennis,Hydropsyche angustipennis,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenophylax permistus,Stenophylax permistus,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halesus radiatus,Halesus radiatus,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Annitella obscurata,Annitella obscurata,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baetis spec.,Baetis,GENUS,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhyacophila nubila,Rhyacophila nubila,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hydropsyche instabilis,Hydropsyche instabilis,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Limnephilus auricula,Limnephilus auricula,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brachyptera risi,Brachyptera risi,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ecdyonurus spec.,Ecdyonurus,GENUS,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ephemera danica,Ephemera danica,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Athripsodes aterrimus,Athripsodes aterrimus,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brachyptera seticornis,Brachyptera seticornis,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baetis muticus,Baetis muticus,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isoperla grammatica,Isoperla grammatica,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leuctra inermis,Leuctra inermis,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Limnephilus ignavus,Limnephilus ignavus,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lype reducta,Lype reducta,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epeorus spec.,Epeorus,GENUS,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Odontocerum albicorne,Odontocerum albicorne,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amphinemura sulcicollis,Amphinemura sulcicollis,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyrnus trimaculatus,Cyrnus trimaculatus,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drusus biguttatus,Drusus biguttatus,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hydroptila sparsa,Hydroptila sparsa,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adicella filicornis,Adicella filicornis,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyphotaelius pellucidus,Glyphotaelius pellucidus,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tinodes pallidus,Tinodes pallidulus,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sericostoma flavicorne,Sericostoma flavicorne,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diplectrona felix,Diplectrona felix,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mystacides longicornis,Mystacides longicornis,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beraea pullata,Beraea pullata,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baetis fuscatus,Baetis fuscatus,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leuctra spec.,Leuctra,GENUS,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beraeodes eideli,Beraeodes,GENUS,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equisetum arvense,Equisetum arvense,SPECIES,Plantae,NA,NA,NA,Equisetum arvense,NA,NA,NA,NA,NA,0.9,NA,NA,50 25 73 92 88 20 164 175 178 203
Bartsia alpina,Bartsia alpina,SPECIES,Plantae,NA,NA,NA,Bartsia alpina,NA,NA,NA,NA,-0.6541147856968871,0.45,NA,21 25 4 119 28 174,1 25 164 178 174 251
Carex parallela,Carex parallela,SPECIES,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex vaginata,Carex vaginata,SPECIES,Plantae,NA,NA,NA,Carex vaginata,NA,NA,NA,NA,0.2971048703884817,0.8,NA,21 25 119 28,1 25 28 164 178 174
